Datazone,Population,Air.quality,Noise,Congestion,Road.Repairs,Road.Safety,Hassle.Costs,Physical.Activity,Excess.Cold,Excess.Heat,Dampness,Diet.Change,Total,,£ millions total
E01016584,2298,1.90,0.28,0.42,0.24,0.06,-1.78,4.16,0.33,0.00,0.05,1.49,7.36,,
E01016820,2038,1.69,0.23,0.36,0.22,0.05,-1.57,0.46,0.88,0.00,0.01,1.33,3.68,,
E01016638,1286,1.06,0.24,0.24,0.14,0.03,-0.99,2.84,0.12,0.00,0.03,0.84,4.51,,
E01016574,1636,1.34,0.36,0.31,0.17,0.04,-1.26,0.97,0.53,0.00,0.01,1.06,3.66,,
E01016716,2629,2.15,0.51,0.49,0.28,0.06,-2.03,2.69,0.88,0.00,0.02,1.71,6.60,,
E01016555,1615,1.34,0.16,0.31,0.17,0.04,-1.25,1.12,0.68,0.00,0.01,1.05,3.70,,
E01016585,1643,1.36,0.14,0.30,0.17,0.04,-1.27,1.27,0.70,0.00,0.01,1.07,3.76,,
E01016821,1593,1.32,0.24,0.29,0.17,0.04,-1.23,1.81,0.68,0.00,0.01,1.04,4.19,,
E01016639,1576,1.36,0.35,0.31,0.17,0.04,-1.25,2.11,0.44,0.00,0.02,1.05,4.66,,
E01016575,1921,1.58,0.36,0.36,0.20,0.05,-1.48,0.67,0.36,0.00,0.02,1.25,3.31,,
E01016717,1683,1.39,0.30,0.30,0.18,0.04,-1.30,2.40,0.19,0.00,0.04,1.09,4.54,,
E01016535,1375,1.13,0.27,0.25,0.15,0.03,-1.06,0.91,0.54,0.00,0.01,0.90,3.22,,
E01016822,1528,1.27,0.06,0.27,0.16,0.04,-1.18,0.02,0.69,0.00,0.01,0.99,2.40,,
E01016640,1583,1.32,0.06,0.28,0.17,0.04,-1.22,0.02,0.71,0.00,0.01,1.03,2.49,,
E01016576,1853,1.53,0.30,0.35,0.20,0.04,-1.43,4.37,0.19,0.00,0.05,1.21,6.60,,
E01016718,1900,1.58,0.20,0.35,0.20,0.05,-1.47,4.21,0.21,0.00,0.04,1.24,6.56,,
E01016586,1332,1.09,0.37,0.24,0.14,0.03,-1.03,1.78,0.40,0.00,0.02,0.87,3.99,,
E01016823,1618,1.33,0.41,0.29,0.17,0.04,-1.25,2.16,0.55,0.00,0.01,1.05,4.65,,
E01016643,1374,1.13,0.25,0.25,0.15,0.03,-1.06,2.75,0.13,0.00,0.03,0.89,4.80,,
E01016577,1805,1.52,0.44,0.28,0.19,0.04,-1.40,2.49,0.29,0.00,0.04,1.19,5.21,,
E01016719,1425,1.17,0.35,0.26,0.15,0.03,-1.10,2.07,0.47,0.00,0.01,0.93,4.28,,
E01016824,1585,1.32,0.13,0.30,0.17,0.04,-1.22,1.08,0.68,0.00,0.01,1.03,3.47,,
E01016809,1334,1.11,0.15,0.23,0.14,0.03,-1.03,0.30,0.58,0.00,0.01,0.87,2.41,,
E01016825,1465,1.20,0.34,0.29,0.16,0.04,-1.13,1.79,0.47,0.00,0.01,0.95,4.19,,
E01016754,1701,1.40,0.31,0.33,0.18,0.04,-1.31,2.54,0.46,0.00,0.02,1.11,5.16,,
E01016578,1792,1.49,0.42,0.32,0.19,0.04,-1.38,1.90,0.59,0.00,0.01,1.17,4.77,,
E01016826,1363,1.13,0.16,0.26,0.14,0.03,-1.05,0.73,0.59,0.00,0.01,0.89,3.06,,
E01016536,1936,1.59,0.39,0.36,0.21,0.05,-1.49,2.73,0.76,0.00,0.02,1.26,6.31,,
E01016720,1609,1.34,0.11,0.30,0.17,0.04,-1.24,1.12,0.69,0.00,0.01,1.05,3.59,,
E01016644,1458,1.19,0.38,0.28,0.15,0.03,-1.13,0.76,0.49,0.00,0.01,0.95,3.25,,
E01016645,1526,1.25,0.38,0.27,0.16,0.04,-1.18,0.76,0.57,0.00,0.01,0.99,3.62,,
E01016646,1599,1.37,0.25,0.31,0.17,0.04,-1.28,3.38,0.19,0.00,0.04,1.07,5.27,,
E01016647,1872,1.55,0.23,0.35,0.20,0.04,-1.45,0.98,0.82,0.00,0.01,1.22,3.97,,
E01016648,1432,1.18,0.23,0.28,0.15,0.03,-1.11,1.42,0.46,0.00,0.01,0.93,3.52,,
E01016649,1423,1.17,0.20,0.26,0.15,0.03,-1.10,2.24,0.56,0.00,0.01,0.93,4.50,,
E01016651,1446,1.20,0.22,0.28,0.15,0.03,-1.12,1.66,0.32,0.00,0.02,0.94,3.78,,
E01016652,1211,1.01,0.13,0.23,0.13,0.03,-0.94,0.84,0.51,0.00,0.01,0.79,2.79,,
E01016653,1370,1.14,0.06,0.24,0.15,0.03,-1.06,0.01,0.62,0.00,0.01,0.89,2.15,,
E01016654,1377,1.12,0.39,0.24,0.15,0.03,-1.06,1.76,0.35,0.00,0.02,0.90,4.04,,
E01016655,1287,1.06,0.16,0.24,0.14,0.03,-0.99,2.40,0.38,0.00,0.01,0.84,4.23,,
E01016656,1453,1.21,0.33,0.25,0.15,0.03,-1.12,0.88,0.65,0.00,0.01,0.95,3.16,,
E01016657,1415,1.21,0.21,0.26,0.15,0.03,-1.13,2.01,0.21,0.00,0.03,0.96,4.15,,
E01016658,2900,2.37,0.82,0.51,0.31,0.07,-2.24,3.60,0.71,0.00,0.04,1.89,8.19,,
E01016659,1458,1.20,0.39,0.25,0.15,0.03,-1.13,2.06,0.34,0.00,0.02,0.95,4.27,,
E01016660,1687,1.41,0.08,0.33,0.18,0.04,-1.30,1.30,0.74,0.00,0.01,1.10,3.95,,
E01016661,1328,1.15,0.12,0.26,0.14,0.03,-1.06,2.69,0.16,0.00,0.03,0.89,4.32,,
E01016662,1752,1.45,0.34,0.33,0.19,0.04,-1.35,2.21,0.46,0.00,0.03,1.14,4.77,,
E01016663,1631,1.35,0.22,0.30,0.17,0.04,-1.26,1.67,0.69,0.00,0.01,1.06,4.43,,
E01016664,1315,1.09,0.22,0.24,0.14,0.03,-1.02,2.55,0.13,0.00,0.03,0.86,4.51,,
E01016665,1513,1.25,0.28,0.29,0.16,0.04,-1.17,0.38,0.29,0.00,0.02,0.98,2.35,,
E01016666,1406,1.16,0.18,0.26,0.15,0.03,-1.09,0.42,0.63,0.00,0.01,0.91,2.63,,
E01016721,1793,1.49,0.20,0.31,0.19,0.04,-1.38,0.40,0.77,0.00,0.01,1.17,3.24,,
E01016668,1701,1.41,0.26,0.31,0.18,0.04,-1.31,2.99,0.22,0.00,0.04,1.11,5.21,,
E01016669,1983,1.64,0.22,0.38,0.21,0.05,-1.53,1.05,0.92,0.00,0.01,1.29,4.41,,
E01016722,1526,1.26,0.28,0.29,0.16,0.04,-1.18,1.47,0.50,0.00,0.01,0.99,3.94,,
E01016670,2872,2.40,0.32,0.52,0.31,0.07,-2.24,3.72,0.42,0.00,0.07,1.90,7.78,,
E01016827,1647,1.37,0.15,0.29,0.17,0.04,-1.27,2.15,0.64,0.00,0.01,1.07,4.42,,
E01016587,1772,1.46,0.34,0.32,0.19,0.04,-1.37,3.56,0.20,0.00,0.04,1.15,5.85,,
E01016723,1545,1.26,0.44,0.29,0.16,0.04,-1.19,1.38,0.60,0.00,0.01,1.00,4.21,,
E01016671,2081,1.72,0.27,0.41,0.22,0.05,-1.61,1.07,0.96,0.00,0.01,1.35,4.61,,
E01016579,1813,1.51,0.41,0.31,0.19,0.04,-1.40,3.49,0.68,0.00,0.01,1.18,5.81,,
E01016828,1699,1.39,0.38,0.32,0.18,0.04,-1.31,3.70,0.16,0.00,0.04,1.11,6.41,,
E01016672,2817,2.32,0.53,0.55,0.30,0.07,-2.18,3.29,0.69,0.00,0.04,1.84,7.62,,
E01016810,1524,1.26,0.29,0.28,0.16,0.04,-1.18,3.54,0.16,0.00,0.04,0.99,6.28,,
E01016673,1755,1.46,0.29,0.32,0.19,0.04,-1.36,3.03,0.21,0.00,0.04,1.14,5.46,,
E01016724,1777,1.47,0.14,0.33,0.19,0.04,-1.37,1.22,0.77,0.00,0.01,1.16,3.89,,
E01016755,1811,1.48,0.49,0.35,0.19,0.04,-1.40,2.32,0.67,0.00,0.02,1.18,4.93,,
E01016580,1604,1.33,0.19,0.31,0.17,0.04,-1.24,2.77,0.52,0.00,0.02,1.04,5.02,,
E01016829,1669,1.36,0.53,0.28,0.18,0.04,-1.29,2.36,0.45,0.00,0.02,1.09,5.07,,
E01016581,1457,1.21,0.35,0.28,0.15,0.03,-1.13,1.63,0.62,0.00,0.01,0.95,4.01,,
E01016537,1790,1.49,0.07,0.32,0.19,0.04,-1.38,0.02,0.81,0.00,0.01,1.16,2.81,,
E01016830,1206,1.01,0.05,0.21,0.13,0.03,-0.93,0.01,0.54,0.00,0.01,0.78,1.90,,
E01016605,1670,1.39,0.07,0.29,0.18,0.04,-1.29,0.02,0.75,0.00,0.01,1.09,2.63,,
E01016725,1628,1.33,0.36,0.31,0.17,0.04,-1.26,1.12,0.52,0.00,0.02,1.06,3.90,,
E01016588,1776,1.48,0.03,0.33,0.19,0.04,-1.37,1.09,0.76,0.00,0.01,1.16,3.77,,
E01016674,2039,1.69,0.16,0.39,0.22,0.05,-1.57,1.05,0.92,0.00,0.01,1.33,4.22,,
E01016831,1528,1.26,0.24,0.28,0.16,0.04,-1.18,2.48,0.16,0.00,0.04,0.99,4.53,,
E01016606,1686,1.39,0.35,0.31,0.18,0.04,-1.30,2.58,0.19,0.00,0.04,1.10,5.15,,
E01016726,1860,1.53,0.36,0.36,0.20,0.04,-1.44,2.29,0.41,0.00,0.02,1.21,4.96,,
E01016811,1479,1.22,0.24,0.29,0.16,0.04,-1.14,1.79,0.48,0.00,0.01,0.96,4.03,,
E01016676,1525,1.27,0.16,0.29,0.16,0.04,-1.18,1.01,0.32,0.00,0.02,0.99,3.35,,
E01016832,1207,0.99,0.29,0.23,0.13,0.03,-0.93,0.84,0.24,0.00,0.01,0.79,2.63,,
E01016607,1990,1.65,0.22,0.38,0.21,0.05,-1.54,1.05,0.92,0.00,0.01,1.29,4.43,,
E01016727,1838,1.53,0.07,0.32,0.20,0.04,-1.42,0.02,0.83,0.00,0.01,1.20,2.89,,
E01016756,2197,1.83,0.15,0.41,0.23,0.05,-1.70,1.66,0.93,0.00,0.01,1.43,5.13,,
E01016678,1484,1.24,0.12,0.29,0.16,0.04,-1.15,0.97,0.63,0.00,0.01,0.97,3.38,,
E01016833,1220,1.01,0.15,0.22,0.13,0.03,-0.94,0.63,0.51,0.00,0.01,0.79,2.51,,
E01016608,1946,1.60,0.41,0.37,0.21,0.05,-1.51,2.21,0.38,0.00,0.02,1.27,5.31,,
E01016728,2100,1.74,0.25,0.42,0.22,0.05,-1.62,1.40,0.91,0.00,0.01,1.37,4.75,,
E01016538,1569,1.31,0.09,0.29,0.17,0.04,-1.21,1.09,0.67,0.00,0.01,1.02,3.55,,
E01016679,2265,1.86,0.44,0.42,0.24,0.05,-1.75,0.92,0.43,0.00,0.03,1.47,3.98,,
E01016834,1651,1.37,0.16,0.32,0.18,0.04,-1.27,0.85,0.75,0.00,0.01,1.07,3.47,,
E01016609,1866,1.53,0.35,0.34,0.20,0.04,-1.44,1.14,0.34,0.00,0.02,1.21,3.43,,
E01016729,2351,1.94,0.31,0.42,0.25,0.06,-1.82,2.21,0.99,0.00,0.01,1.53,6.13,,
E01016589,1728,1.43,0.23,0.31,0.18,0.04,-1.33,1.62,0.73,0.00,0.01,1.12,4.50,,
E01016680,1446,1.20,0.16,0.27,0.15,0.03,-1.12,2.53,0.49,0.00,0.02,0.94,4.69,,
E01016835,1818,1.51,0.14,0.35,0.19,0.04,-1.41,3.92,0.55,0.00,0.02,1.19,6.41,,
E01016611,2305,1.91,0.28,0.42,0.24,0.06,-1.78,0.49,1.03,0.00,0.01,1.50,4.03,,
E01016731,1607,1.32,0.28,0.29,0.17,0.04,-1.24,0.47,0.30,0.00,0.02,1.05,2.56,,
E01016812,1531,1.27,0.27,0.29,0.16,0.04,-1.19,2.13,0.43,0.00,0.02,1.00,4.43,,
E01016836,1755,1.46,0.07,0.31,0.19,0.04,-1.36,0.02,0.79,0.00,0.01,1.14,2.76,,
E01016732,1352,1.12,0.15,0.24,0.14,0.03,-1.04,0.30,0.58,0.00,0.01,0.88,2.44,,
E01016757,1536,1.27,0.20,0.30,0.16,0.04,-1.19,1.01,0.66,0.00,0.01,1.00,3.52,,
E01016837,1879,1.56,0.27,0.34,0.20,0.05,-1.45,2.44,0.22,0.00,0.05,1.22,5.03,,
E01016612,2698,2.22,0.48,0.52,0.29,0.06,-2.08,2.10,0.50,0.00,0.03,1.75,5.78,,
E01016838,1688,1.40,0.14,0.32,0.18,0.04,-1.30,1.32,0.72,0.00,0.01,1.10,3.80,,
E01016839,1859,1.54,0.23,0.34,0.20,0.04,-1.44,3.36,0.67,0.00,0.02,1.21,5.78,,
E01016841,2437,2.01,0.38,0.47,0.26,0.06,-1.88,2.25,0.52,0.00,0.03,1.59,5.78,,
E01016842,1538,1.27,0.29,0.28,0.16,0.04,-1.19,0.53,0.27,0.00,0.03,1.00,2.51,,
E01016843,1716,1.42,0.16,0.34,0.18,0.04,-1.33,0.89,0.78,0.00,0.01,1.12,3.61,,
E01016844,1660,1.37,0.32,0.32,0.18,0.04,-1.28,2.52,0.48,0.00,0.02,1.08,5.14,,
E01016845,1844,1.54,0.08,0.33,0.20,0.04,-1.42,0.02,0.83,0.00,0.01,1.20,2.90,,
E01016846,1692,1.40,0.20,0.31,0.18,0.04,-1.31,0.36,0.75,0.00,0.01,1.10,2.96,,
E01016847,2191,1.82,0.24,0.42,0.23,0.05,-1.69,3.71,0.25,0.00,0.06,1.43,6.65,,
E01016848,1611,1.33,0.33,0.28,0.17,0.04,-1.25,2.27,0.23,0.00,0.03,1.05,4.44,,
E01016849,1684,1.40,0.07,0.30,0.18,0.04,-1.30,0.02,0.76,0.00,0.01,1.10,2.65,,
E01016850,1629,1.36,0.07,0.29,0.17,0.04,-1.26,0.02,0.74,0.00,0.01,1.06,2.56,,
E01016851,1707,1.42,0.07,0.30,0.18,0.04,-1.32,0.02,0.77,0.00,0.01,1.11,2.68,,
E01016852,1522,1.27,0.06,0.27,0.16,0.04,-1.18,0.02,0.69,0.00,0.01,0.99,2.39,,
E01016853,1800,1.49,0.25,0.33,0.19,0.04,-1.39,0.45,0.80,0.00,0.01,1.17,3.27,,
E01016854,1602,1.33,0.13,0.30,0.17,0.04,-1.24,1.19,0.71,0.00,0.01,1.04,3.76,,
E01016855,1573,1.30,0.19,0.28,0.17,0.04,-1.21,0.33,0.70,0.00,0.01,1.02,2.75,,
E01016856,1673,1.39,0.11,0.31,0.18,0.04,-1.29,1.20,0.69,0.00,0.01,1.09,3.80,,
E01016613,1499,1.24,0.18,0.27,0.16,0.04,-1.16,0.32,0.67,0.00,0.01,0.98,2.62,,
E01016614,1588,1.31,0.31,0.30,0.17,0.04,-1.23,0.55,0.30,0.00,0.02,1.03,2.70,,
E01016615,1547,1.27,0.27,0.30,0.16,0.04,-1.19,1.22,0.30,0.00,0.02,1.01,3.20,,
E01016616,1662,1.37,0.30,0.31,0.18,0.04,-1.28,1.20,0.30,0.00,0.02,1.08,3.32,,
E01016617,2127,1.76,0.29,0.41,0.23,0.05,-1.64,1.88,0.70,0.00,0.02,1.38,5.02,,
E01016618,1373,1.15,0.06,0.24,0.15,0.03,-1.06,0.01,0.62,0.00,0.01,0.89,2.16,,
E01016619,1651,1.37,0.14,0.30,0.18,0.04,-1.28,0.47,0.74,0.00,0.01,1.07,2.99,,
E01016620,1521,1.27,0.17,0.28,0.16,0.04,-1.17,0.45,0.29,0.00,0.02,0.99,2.43,,
E01016621,1549,1.29,0.06,0.27,0.16,0.04,-1.20,0.02,0.70,0.00,0.01,1.01,2.43,,
E01016733,1823,1.52,0.07,0.32,0.19,0.04,-1.41,0.02,0.82,0.00,0.01,1.19,2.87,,
E01016734,1888,1.58,0.45,0.34,0.20,0.05,-1.47,2.32,0.38,0.00,0.02,1.23,5.06,,
E01016736,1441,1.24,0.16,0.28,0.16,0.04,-1.15,2.14,0.18,0.00,0.03,0.97,4.29,,
E01016737,1735,1.48,0.24,0.33,0.19,0.04,-1.38,2.60,0.23,0.00,0.04,1.17,5.12,,
E01016738,2010,1.66,0.25,0.37,0.21,0.05,-1.55,0.80,0.35,0.00,0.03,1.31,3.16,,
E01016739,1533,1.28,0.03,0.29,0.16,0.04,-1.18,0.94,0.65,0.00,0.01,1.00,3.25,,
E01016539,1584,1.31,0.13,0.30,0.17,0.04,-1.22,1.24,0.68,0.00,0.01,1.03,3.57,,
E01016591,2430,2.02,0.29,0.45,0.26,0.06,-1.88,4.37,0.29,0.00,0.06,1.58,7.56,,
E01016813,1358,1.13,0.06,0.24,0.14,0.03,-1.05,0.01,0.61,0.00,0.01,0.88,2.13,,
E01016758,1663,1.38,0.20,0.30,0.18,0.04,-1.28,0.35,0.74,0.00,0.01,1.08,2.91,,
E01016540,1655,1.38,0.07,0.29,0.18,0.04,-1.28,0.02,0.75,0.00,0.01,1.08,2.60,,
E01016592,2063,1.71,0.23,0.36,0.22,0.05,-1.59,0.47,0.89,0.00,0.01,1.34,3.73,,
E01016815,1240,1.02,0.21,0.22,0.13,0.03,-0.96,1.93,0.39,0.00,0.02,0.81,3.71,,
E01016759,1714,1.43,0.14,0.32,0.18,0.04,-1.32,0.58,0.77,0.00,0.01,1.11,3.30,,
E01016541,1379,1.15,0.06,0.24,0.15,0.03,-1.06,0.01,0.62,0.00,0.01,0.90,2.17,,
E01016593,1816,1.51,0.20,0.32,0.19,0.04,-1.40,0.41,0.78,0.00,0.01,1.18,3.28,,
E01016816,1533,1.28,0.06,0.27,0.16,0.04,-1.18,0.02,0.69,0.00,0.01,1.00,2.41,,
E01016761,1625,1.35,0.09,0.29,0.17,0.04,-1.26,0.07,0.74,0.00,0.01,1.06,2.64,,
E01016762,1347,1.12,0.15,0.24,0.14,0.03,-1.04,0.30,0.58,0.00,0.01,0.88,2.43,,
E01016763,1324,1.10,0.05,0.23,0.14,0.03,-1.02,0.01,0.60,0.00,0.01,0.86,2.08,,
E01016764,1407,1.16,0.20,0.26,0.15,0.03,-1.09,0.39,0.26,0.00,0.02,0.92,2.22,,
E01016765,1653,1.37,0.29,0.32,0.18,0.04,-1.28,3.11,0.18,0.00,0.04,1.08,5.28,,
E01016766,1332,1.10,0.23,0.25,0.14,0.03,-1.03,1.18,0.37,0.00,0.01,0.87,3.21,,
E01016767,1292,1.07,0.19,0.25,0.14,0.03,-1.00,0.67,0.23,0.00,0.01,0.84,2.39,,
E01016768,2591,2.16,0.11,0.46,0.28,0.06,-2.00,0.03,1.17,0.00,0.01,1.69,4.07,,
E01016769,1339,1.12,0.05,0.24,0.14,0.03,-1.03,0.01,0.60,0.00,0.01,0.87,2.10,,
E01017053,1349,1.13,0.06,0.24,0.14,0.03,-1.04,0.01,0.61,0.00,0.01,0.88,2.12,,
E01017054,1427,1.19,0.06,0.25,0.15,0.03,-1.10,0.02,0.64,0.00,0.01,0.93,2.24,,
E01017055,1591,1.32,0.26,0.31,0.17,0.04,-1.23,1.62,0.46,0.00,0.02,1.03,4.03,,
E01017056,1348,1.12,0.19,0.25,0.14,0.03,-1.04,1.77,0.16,0.00,0.03,0.88,3.63,,
E01017057,1516,1.26,0.21,0.28,0.16,0.04,-1.17,0.38,0.67,0.00,0.01,0.99,2.76,,
E01017058,1926,1.58,0.33,0.35,0.20,0.05,-1.49,1.93,0.79,0.00,0.01,1.25,5.15,,
E01017217,1586,1.32,0.18,0.28,0.17,0.04,-1.22,0.36,0.68,0.00,0.01,1.03,2.86,,
E01016858,1438,1.19,0.14,0.28,0.15,0.03,-1.11,0.74,0.66,0.00,0.01,0.94,3.02,,
E01016859,1518,1.25,0.25,0.28,0.16,0.04,-1.17,1.72,0.48,0.00,0.01,0.99,3.82,,
E01016860,1721,1.42,0.28,0.31,0.18,0.04,-1.33,0.84,0.30,0.00,0.02,1.12,2.92,,
E01016861,1539,1.28,0.10,0.29,0.16,0.04,-1.19,1.07,0.65,0.00,0.01,1.00,3.58,,
E01016862,1506,1.25,0.10,0.28,0.16,0.04,-1.16,0.82,0.68,0.00,0.01,0.98,3.12,,
E01016863,1754,1.46,0.07,0.31,0.19,0.04,-1.35,0.02,0.79,0.00,0.01,1.14,2.76,,
E01016864,1479,1.22,0.19,0.29,0.16,0.04,-1.14,0.76,0.68,0.00,0.01,0.96,3.28,,
E01016865,1455,1.20,0.20,0.27,0.15,0.03,-1.12,2.72,0.45,0.00,0.01,0.95,4.80,,
E01016866,1476,1.21,0.31,0.28,0.16,0.04,-1.14,1.80,0.42,0.00,0.02,0.96,4.07,,
E01016867,1338,1.11,0.15,0.26,0.14,0.03,-1.03,0.71,0.62,0.00,0.01,0.87,2.98,,
E01016868,1626,1.34,0.32,0.31,0.17,0.04,-1.26,2.92,0.17,0.00,0.04,1.06,5.24,,
E01016869,1977,1.61,0.53,0.37,0.21,0.05,-1.53,1.04,0.68,0.00,0.02,1.29,4.51,,
E01016870,1609,1.32,0.31,0.30,0.17,0.04,-1.24,2.33,0.52,0.00,0.02,1.05,4.85,,
E01016871,1768,1.46,0.29,0.34,0.19,0.04,-1.37,1.55,0.34,0.00,0.02,1.15,4.34,,
E01016872,1764,1.46,0.27,0.35,0.19,0.04,-1.36,2.11,0.76,0.00,0.01,1.15,4.79,,
E01016873,1790,1.47,0.37,0.35,0.19,0.04,-1.38,1.42,0.36,0.00,0.02,1.16,3.93,,
E01016874,1860,1.52,0.56,0.35,0.20,0.04,-1.44,1.31,0.80,0.00,0.01,1.21,4.39,,
E01017060,2002,1.65,0.29,0.37,0.21,0.05,-1.55,1.22,0.46,0.00,0.03,1.30,4.27,,
E01016875,1514,1.26,0.12,0.28,0.16,0.04,-1.17,0.83,0.68,0.00,0.01,0.98,3.22,,
E01016876,1766,1.46,0.30,0.34,0.19,0.04,-1.36,2.40,0.20,0.00,0.05,1.15,5.17,,
E01016877,1853,1.65,0.23,0.36,0.21,0.05,-1.55,3.15,0.25,0.00,0.04,1.31,5.71,,
E01016878,1873,1.55,0.27,0.37,0.20,0.04,-1.45,4.26,0.19,0.00,0.05,1.22,6.74,,
E01016879,1531,1.24,0.54,0.29,0.16,0.04,-1.18,1.07,0.56,0.00,0.01,1.00,4.05,,
E01017167,1632,1.36,0.07,0.29,0.17,0.04,-1.26,0.02,0.74,0.00,0.01,1.06,2.57,,
E01016880,1394,1.16,0.17,0.25,0.15,0.03,-1.08,0.30,0.62,0.00,0.01,0.91,2.44,,
E01016881,1598,1.32,0.17,0.30,0.17,0.04,-1.23,0.87,0.70,0.00,0.01,1.04,3.36,,
E01016882,1587,1.33,0.21,0.30,0.17,0.04,-1.23,2.38,0.30,0.00,0.03,1.04,4.65,,
E01016883,1503,1.25,0.18,0.29,0.16,0.04,-1.16,3.56,0.16,0.00,0.04,0.98,5.23,,
E01016907,1750,1.42,0.54,0.33,0.19,0.04,-1.35,1.57,0.50,0.00,0.01,1.14,4.68,,
E01016884,1802,1.49,0.28,0.33,0.19,0.04,-1.40,2.72,0.22,0.00,0.05,1.17,5.16,,
E01016885,1406,1.16,0.23,0.25,0.15,0.03,-1.09,2.03,0.16,0.00,0.03,0.91,4.15,,
E01016886,1537,1.27,0.26,0.29,0.16,0.04,-1.19,3.07,0.16,0.00,0.04,1.00,5.03,,
E01016887,1464,1.22,0.06,0.26,0.16,0.04,-1.13,0.02,0.66,0.00,0.01,0.95,2.30,,
E01016888,1527,1.27,0.18,0.28,0.16,0.04,-1.18,0.32,0.68,0.00,0.01,0.99,2.67,,
E01016889,1787,1.48,0.14,0.34,0.19,0.04,-1.38,1.19,0.77,0.00,0.01,1.16,4.01,,
E01016890,1863,1.52,0.48,0.35,0.20,0.04,-1.44,1.00,0.66,0.00,0.02,1.21,4.03,,
E01016891,1853,1.51,0.57,0.36,0.20,0.04,-1.43,1.16,0.80,0.00,0.01,1.21,4.31,,
E01016892,1631,1.36,0.11,0.31,0.17,0.04,-1.26,1.00,0.70,0.00,0.01,1.06,3.61,,
E01016893,1756,1.45,0.28,0.33,0.19,0.04,-1.36,3.93,0.17,0.00,0.05,1.14,6.08,,
E01016894,1902,1.57,0.34,0.35,0.20,0.05,-1.47,2.14,0.62,0.00,0.02,1.24,4.68,,
E01016895,1604,1.37,0.26,0.30,0.17,0.04,-1.24,2.09,0.42,0.00,0.03,1.05,4.59,,
E01016896,1610,1.33,0.21,0.31,0.17,0.04,-1.24,0.83,0.75,0.00,0.01,1.05,3.57,,
E01016897,1653,1.36,0.33,0.32,0.18,0.04,-1.28,2.59,0.50,0.00,0.02,1.08,5.15,,
E01016898,2542,2.09,0.46,0.49,0.27,0.06,-1.96,4.42,0.95,0.00,0.02,1.65,8.43,,
E01017085,1399,1.16,0.18,0.26,0.15,0.03,-1.08,2.55,0.14,0.00,0.04,0.91,4.18,,
E01017059,1774,1.47,0.20,0.34,0.19,0.04,-1.37,1.15,0.73,0.00,0.01,1.15,4.11,,
E01016899,5150,4.27,0.49,0.96,0.55,0.12,-3.98,3.54,2.19,0.00,0.03,3.35,11.71,,
E01017121,1590,1.33,0.06,0.28,0.17,0.04,-1.23,0.02,0.72,0.00,0.01,1.03,2.50,,
E01016993,1528,1.27,0.15,0.30,0.16,0.04,-1.18,0.79,0.70,0.00,0.01,0.99,3.21,,
E01017242,2001,1.67,0.08,0.35,0.21,0.05,-1.55,0.02,0.90,0.00,0.01,1.30,3.15,,
E01016900,1587,1.32,0.06,0.28,0.17,0.04,-1.23,0.02,0.72,0.00,0.01,1.03,2.49,,
E01016901,1700,1.41,0.19,0.32,0.18,0.04,-1.31,0.89,0.74,0.00,0.01,1.11,3.60,,
E01017218,1322,1.08,0.37,0.25,0.14,0.03,-1.02,0.69,0.40,0.00,0.01,0.86,2.96,,
E01016958,1855,1.51,0.51,0.36,0.20,0.04,-1.43,0.98,0.64,0.00,0.02,1.21,4.35,,
E01017111,1640,1.35,0.28,0.32,0.17,0.04,-1.27,3.14,0.15,0.00,0.04,1.07,6.11,,
E01016902,1582,1.30,0.33,0.28,0.17,0.04,-1.22,1.66,0.70,0.00,0.01,1.03,4.21,,
E01016903,1796,1.48,0.23,0.35,0.19,0.04,-1.39,0.93,0.83,0.00,0.01,1.17,3.98,,
E01016904,2069,1.71,0.27,0.37,0.22,0.05,-1.60,1.94,0.87,0.00,0.01,1.35,5.39,,
E01016905,1791,1.49,0.21,0.32,0.19,0.04,-1.38,0.38,0.80,0.00,0.01,1.16,3.13,,
E01016906,1624,1.35,0.14,0.30,0.17,0.04,-1.25,0.86,0.71,0.00,0.01,1.06,3.45,,
E01017219,1931,1.59,0.29,0.36,0.20,0.05,-1.49,1.02,0.85,0.00,0.01,1.26,4.10,,
E01017220,1781,1.46,0.40,0.32,0.19,0.04,-1.38,1.83,0.65,0.00,0.01,1.16,4.55,,
E01017221,1623,1.33,0.37,0.32,0.17,0.04,-1.26,2.96,0.52,0.00,0.02,1.06,5.36,,
E01017222,1447,1.17,0.55,0.28,0.15,0.03,-1.12,2.50,0.50,0.00,0.01,0.94,4.96,,
E01017112,1796,1.47,0.40,0.34,0.19,0.04,-1.39,1.76,0.60,0.00,0.01,1.17,4.30,,
E01017223,1634,1.35,0.23,0.30,0.17,0.04,-1.26,2.15,0.22,0.00,0.04,1.06,4.52,,
E01017113,1690,1.40,0.20,0.32,0.18,0.04,-1.31,0.96,0.74,0.00,0.01,1.10,3.57,,
E01017168,1718,1.42,0.27,0.33,0.18,0.04,-1.33,3.29,0.19,0.00,0.04,1.12,5.62,,
E01016959,1522,1.26,0.17,0.29,0.16,0.04,-1.18,0.96,0.62,0.00,0.01,0.99,3.53,,
E01017169,1565,1.27,0.43,0.30,0.17,0.04,-1.21,0.82,0.54,0.00,0.01,1.02,3.59,,
